source_concept_class,target_concept,pcornet_name,source_concept_id,concept_description,value_as_concept_id
Specimen concept,SPECIMEN,,46270240,Specimen from lingula obtained by transbronchial biopsy,
specimen_loinc,SER_PLAS,,2157-6,,
specimen_loinc,BLD,,704-7,,
Specimen concept,TISSUE,,40480027,Formalin-fixed paraffin-embedded tissue specimen,
specimen_loinc,BLD,,2339-0,,
Specimen concept,ANAL,,4204350,Anal resection sample,
Specimen concept,SPECIMEN,,4001183,Specimen from abscess,
Specimen concept,RESPIRATORY.LOWER,,4007920,Lower respiratory tract cytologic material,
Specimen concept,SPECIMEN,,759936,Surface wipe specimen,
Specimen concept,SPECIMEN,,4046497,Specimen from right lobe of thyroid obtained by lobe resection,
Specimen concept,SPECIMEN,,4264692,Specimen from bone marrow obtained by biopsy,
Specimen concept,SPECIMEN,,4046851,Specimen from esophagus obtained by esophagogastrectomy,
Specimen concept,BONE,,4122270,Bone and joint sample,
Specimen concept,SPECIMEN,,4332253,Specimen from parathyroid obtained by fine needle aspiration biopsy,
Specimen concept,XXX.SWAB,,4168673,Oral swab,
Specimen concept,BODY_FLD,,4160272,Cytologic material obtained from pericardial fluid,
Specimen concept,LYMPH_NODE.FNA,,37116405,Cytologic material from lymph node of neck obtained by fine needle aspiration,
Specimen concept,BLD,,43021765,Peripheral vascular catheter submitted as specimen,
Specimen concept,SPECIMEN,,42535898,Specimen from ear obtained by aspiration,
Specimen concept,SPECIMEN,,4245368,Specimen from adrenal gland obtained by partial adrenalectomy,
Specimen concept,SPECIMEN,,4264125,Specimen from small intestine obtained by polypectomy,
Specimen concept,SPECIMEN,,4046379,Specimen from ileum obtained by segmental resection,
specimen_loinc,SER,,6273-7,,
Specimen concept,BREAST,,45935843,EXPRESSED BREASTMILK,
Specimen concept,SPECIMEN,,40481143,Expressed breast milk specimen before breast cleansing,
specimen_source,WOUND,,Wound,,
Specimen concept,BODY_FLD,,46273457,Brain cyst fluid sample,
Specimen concept,SPECIMEN,,4002736,Mushroom specimen,
Specimen concept,TISSUE,,44792624,Nasal resection tissue sample,
Specimen concept,XXX.SWAB,,4119512,Genital swab,
Specimen concept,COLON,,46270223,Rectosigmoid colon biopsy sample,
Specimen concept,BLD,,44808077,Whole blood specimen with fluoride oxalate,
Specimen concept,TISSUE,,4122248,Tumor tissue sample,
Specimen concept,SPECIMEN,,46270263,Specimen from right lower lobe of lung obtained by bronchial aspiration procedure,
Specimen concept,SPECIMEN,,4046493,Specimen from prostate obtained by retropubic resection,
Specimen concept,PENIS,,4122264,Shaft of penis swab,
Specimen concept,BODY_FLD,,4202624,Eye fluid sample,
Specimen concept,TISSUE,,4046498,Tissue specimen from placenta,
Specimen concept,SPECIMEN,,4000613,Drain device specimen,
Specimen concept,BODY_FLD,,4122276,Gingivocrevicular fluid sample,
Specimen concept,TISSUE,,40492402,Tissue specimen from donor corneal rim,
Specimen concept,COLON,,4007933,Colonic cytologic material,
Specimen concept,SPECIMEN,,40486479,Pharmaceutical product submitted as specimen,
specimen_loinc,BLD,,1959-6,,
specimen_loinc,BODY_FLD,,26466-3,,
Specimen concept,SPECIMEN,,40487172,Specimen from gallbladder,
Specimen concept,TISSUE,,37117935,Formalin-fixed placenta tissue specimen,
Specimen concept,SPECIMEN,,4198922,Specimen from omentum,
specimen_source,WOUND,,Wound abscess,,
Specimen concept,BODY_FLD,,4043432,Hip joint synovial fluid,
specimen_loinc,URINE,,25428-4,,
Specimen concept,PROSTATE.FNA,,4204314,Prostate tru-cut biopsy sample,
specimen_loinc,SER_PLAS,,1798-8,,
Specimen concept,SPECIMEN,,45771048,Untreated water specimen,
Specimen concept,BODY_FLD,,40481551,Fluid specimen from subdural space,
specimen_loinc,BLD,,28541-1,,
Specimen concept,BODY_FLD,,40490307,Jejunal fluid specimen from jejunostomy,
Specimen concept,TISSUE,,44792954,Oesophageal resection tissue specimen,
Specimen concept,SPECIMEN,,4046850,Specimen from esophagus obtained by incisional biopsy,
Specimen concept,LUNG,,4204326,Lung direct smear sample,
Specimen concept,URINE,,43021138,Intracranial catheter submitted as specimen,
Specimen concept,SPECIMEN,,4332804,Ganglion cyst specimen,
Specimen concept,SPECIMEN,,46270197,Specimen from joint cartilage obtained by shave excision,
Specimen concept,SKIN,,4119529,Skin fibroblast sample,
specimen_loinc,BLD,,751-8,,
Specimen concept,SPECIMEN,,43021147,Shunt tip submitted as specimen,
Specimen concept,SPECIMEN,,4163441,Specimen from left fallopian tube obtained by hysterectomy with salpingo-oophorectomy,
Specimen concept,BLD,,4119545,Arteriovenous shunt tip,
Specimen concept,SPECIMEN,,46270208,Specimen from left lower lobe of lung obtained by bronchial brushings procedure,
Specimen concept,SPECIMEN,,4294052,Specimen from anus obtained by transanal disk excision,
Specimen concept,STOOL,,45955893,Feces,
Specimen concept,CSF,,4124259,Cerebrospinal fluid sample,
specimen_source,UN,,SAME,,
Specimen concept,GENITAL,,4204182,Male genital sample,
specimen_loinc,URINE,,50561-0,,
specimen_source,CVX_VAG,,Endocervix,,
Specimen concept,BODY_FLD,,4049122,Upper respiratory fluid specimen obtained by tracheal aspiration,
specimen_source,PLEURA,,PLEURAL FLUID ,,
Specimen concept,XXX.SWAB,,4230142,Swab of pilonidal sinus,
Specimen concept,BODY_FLD,,4204181,Body fluid sample,
Specimen concept,SPECIMEN,,46270190,Specimen from deep wound,
Specimen concept,SPECIMEN,,4286881,Specimen from right fallopian tube obtained by hysterectomy with salpingo-oophorectomy,
Specimen concept,CVX_VAG,,4046946,Specimen from uterine cervix obtained by pelvic exenteration,
Specimen concept,BODY_FLD,,4202975,Bile duct biopsy sample,
Specimen concept,BODY_FLD,,4204354,Ovarian fluid sample,
Specimen concept,SPECIMEN,,40480960,Specimen from pelvic structure obtained by fine needle aspiration biopsy,
Specimen concept,SPECIMEN,,4001224,Specimen obtained by aspiration,
Specimen concept,LYMPH_NODE,,4124291,Lymph node sample,
Specimen concept,CALCULUS,,4119504,Biliary stone sample,
Specimen concept,BODY_FLD,,4043433,Toe joint synovial fluid,
Specimen concept,TISSUE,,44783881,Tissue specimen from pericardium,
Specimen concept,XXX.SWAB,,4124281,Swab of inanimate object,
Specimen concept,XXX.SWAB,,4122260,Pus swab,
Specimen concept,SPECIMEN,,43021135,Device submitted as specimen,
Specimen concept,TISSUE,,4134116,Tissue specimen from urethra,
specimen_loinc,SER_PLAS,,2465-3,,
Specimen concept,BODY_FLD,,4122372,Intravenous infusion fluid sample,
Specimen concept,STOOL,,4002879,Stool specimen,
Specimen concept,SPECIMEN,,46270316,Specimen from sentinel lymph node of breast,
Specimen concept,SPECIMEN,,4045771,Specimen from pleura obtained by thoracoscopic procedure,
Specimen concept,SPECIMEN,,46270270,Hilum of lung specimen obtained by fine needle aspiration procedure,
specimen_loinc,BLD,,6298-4,,
Specimen concept,SPECIMEN,,4326164,Specimen from seminal vesicle,
Specimen concept,SPECIMEN,,4000620,Skeletal muscle specimen,
Specimen concept,SPECIMEN,,4199530,Specimen from small intestine obtained by fine needle aspiration biopsy,
specimen_source,PERITON_FLD,,PERITONEAL FLUID ,,
Specimen concept,XXX.SWAB,,43021088,Swab from ultrasonic nebulizer,
Specimen concept,PROSTATE.FNA,,4204947,Prostate biopsy sample,
Specimen concept,CVX_VAG,,36713736,Endocervical brush specimen,
Specimen concept,BODY_FLD,,4331823,Joint fluid specimen,
specimen_loinc,BODY_FLD,,611-4,,
Specimen concept,SPECIMEN,,4160551,Specimen from trunk,
Specimen concept,ABSCESS,,40481098,Wall of abscess,
specimen_source,PENIS,,PENILE ,,
Specimen concept,SPECIMEN,,46270250,Specimen obtained from breast by stereotactically guided needle biopsy,
Specimen concept,SPECIMEN,,4046940,Specimen from right kidney inferior pole obtained by partial nephrectomy,
Specimen concept,TISSUE,,4161027,Tissue specimen from vulva,
specimen_loinc,SER_PLAS,,2458-8,,
Specimen concept,BODY_FLD,,45435366,Colostomy fluid sample,
Specimen concept,BODY_FLD,,4122256,Vesicle fluid sample,
Specimen concept,BLD,,44808076,Whole blood specimen with heparin,
specimen_source,SALIVA,,Saliva,,
Specimen concept,SPECIMEN,,4045882,Specimen from left ovary obtained by oophorectomy,
Specimen concept,BLD,,40486989,Blood specimen submitted in heparinized collection tube,
Specimen concept,SPECIMEN,,46271815,Tick specimen,
Specimen concept,SPECIMEN,,4046860,Specimen from colon obtained by rectal/rectosigmoid (low anterior) resection,
Specimen concept,BODY_FLD,,4002881,Seminal fluid specimen,
specimen_source,BLD,,Blood for Blood Culture,,
Specimen concept,SPECIMEN,,46270247,Specimen from right lower lobe of lung obtained by endobronchial biopsy,
Specimen concept,BLD,,4048851,Erythrocyte specimen from blood product,
Specimen concept,SPECIMEN,,4046950,Specimen from right ovary obtained by salpingo-oophorectomy,
Specimen concept,SPECIMEN,,4333073,Specimen from ear obtained by biopsy,
Specimen concept,TISSUE,,44792541,Liver resection tissue sample,
Specimen concept,SPECIMEN,,4329648,Specimen from head and neck structure obtained by fine needle aspiration biopsy,
Specimen concept,TISSUE,,4204197,Articular tissue sample,
specimen_loinc,SER_PLAS,,2143-6,,
Specimen concept,SPECIMEN,,46270171,Specimen from left lung obtained by blind bronchioloalveolar lavage procedure,
Specimen concept,SPECIMEN,,40480050,Ribonucleic acid specimen,
Specimen concept,SPECIMEN,,45773007,Treated water specimen,
Specimen concept,STOOL,,37119292,Twenty four hour stool specimen,
Specimen concept,SPECIMEN,,4045768,Specimen from lung obtained by pneumonectomy,
specimen_source,BURN,,Burn,,
Specimen concept,TISSUE,,44792573,Hemorrhoid tissue sample,
Specimen concept,RESPIRATORY.UPPER,,4119537,Upper respiratory sample,
specimen_source,PERITONEUM,,Peritoneum,,
specimen_source,CALCULUS,,Stone,,
Specimen concept,SPECIMEN,,4164619,Specimen from thyroid,
Specimen concept,TISSUE,,43531159,Specimen from periureteral tissue,
Specimen concept,TISSUE,,4334627,Macroscopic tissue specimen,
Specimen concept,SPECIMEN,,4264706,Specimen from vagina obtained by partial vaginectomy,
Specimen concept,SPECIMEN,,37016236,Specimen from prostate obtained by subtotal prostatectomy,
specimen_source,LINE,,"Line, arterial",,
specimen_loinc,PPP,,6301-6,,
Specimen concept,XXX.SWAB,,4330654,Swab of surgical drain,
Specimen concept,SINUS,,46274056,Nasal sinus contents sample,
Specimen concept,SALIVARY_GLAND.FNA,,4202639,Excised salivary gland sample,
Specimen concept,BODY_FLD,,45951846,Ascitic fluid,
Specimen concept,SPECIMEN,,4325349,Specimen from lower limb,
Specimen concept,URINE,,4000615,Implantable venous catheter specimen,
Specimen concept,SPECIMEN,,4332230,Specimen from seminal vesicle obtained by fine needle aspiration biopsy,
Specimen concept,URINE,,40492863,Suprapubic urine specimen,
Specimen concept,SPECIMEN,,4336064,Specimen from mesentery,
Specimen concept,PLAS,,45769403,Plasma specimen with citrate,
Specimen concept,BODY_FLD,,45451927,Fluid sample NOS,
Specimen concept,CVX_VAG,,46270253,Endocervical smear sample,
Specimen concept,URINE,,4120346,Urethral swab,
Specimen concept,XXX.SWAB,,43021081,Swab from toe,
Specimen concept,SPECIMEN,,4132243,Specimen from esophagus,
specimen_source,GENITAL,,Genital,,
Specimen concept,SPECIMEN,,42539412,Specimen from nasopharyngeal mass,
Specimen concept,TISSUE,,4164013,Tissue specimen from thymus gland,
Specimen concept,BODY_FLD,,45521956,Knee joint synovial fluid,
specimen_loinc,BLD,,11253-2,,
Specimen concept,SPECIMEN,,40483373,Specimen obtained by surgical procedure,
specimen_loinc,BLDA,,1925-7,,
Specimen concept,XXX.SWAB,,43021097,Swab from pharynx,
Specimen concept,SPECIMEN,,4246390,Specimen from pelvic lymph node,
specimen_source,EYE,,Conjunctiva,,
specimen_loinc,SER_PLAS,,2502-3,,
specimen_loinc,BLD,,26474-7,,
specimen_source,RESPIRATORY,,Anterior nar,,
Specimen concept,XXX.SWAB,,45482140,Anal swab,
Specimen concept,XXX.SWAB,,40483332,Swab of endometrium,
Specimen concept,SPECIMEN,,4045779,Specimen from pancreas obtained by total pancreatectomy,
Specimen concept,SPECIMEN,,4264710,Specimen from inguinofemoral lymphadenectomy,
specimen_source,ISOLATE,,Bact. isolate,,
specimen_source,VOMITUS,,Vomitus,,
Specimen concept,BODY_FLD,,46270231,Common bile duct brushings sample,
specimen_loinc,BLD,,718-7,,
Specimen concept,PLAS,,4000626,Plasma specimen,
Specimen concept,SPECIMEN,,4001058,Milk specimen,
specimen_loinc,URINE,,5767-9,,
Specimen concept,BODY_FLD,,4119386,Interstitial fluid specimen,
Specimen concept,SPECIMEN,,4045762,Leukocyte specimen from patient,
Specimen concept,EAR,,4326181,Ear cytologic material,
specimen_source,RESPIRATORY,,RESPIRATORY,,
Specimen concept,SPECIMEN,,4163445,Specimen from ureter,
Specimen concept,SPECIMEN,,4002891,Specimen from stomach,
Specimen concept,BODY_FLD,,46270285,Pancreas cyst fluid sample,
Specimen concept,BODY_FLD,,37116304,Fluid specimen from cyst of ovary,
Specimen concept,MILK,,4121354,Skimmed milk sample,
Specimen concept,SKIN,,4202612,Skin lesion sample,
Specimen concept,TISSUE,,4027392,Tissue specimen from throat,
Specimen concept,TISSUE,,4180775,Tissue specimen from digestive system,
Specimen concept,SPECIMEN,,42535833,Specimen from jejunostomy stoma,
Specimen concept,SPECIMEN,,4046844,Specimen from breast obtained by biopsy,
Specimen concept,SPECIMEN,,4045883,Specimen from right fallopian tube obtained by salpingo-oophorectomy,
Specimen concept,SPECIMEN,,46270204,Specimen from breast obtained by mastectomy with axillary contents,
Specimen concept,URINE,,43021769,Intracranial pressure catheter submitted as specimen,
Specimen concept,SPECIMEN,,46270170,Eye discharge specimen,
Specimen concept,SPECIMEN,,4161435,Specimen from trophoblast,
Specimen concept,SPECIMEN,,4046861,Specimen from rectum obtained by transanal disk excision intact,
Specimen concept,SPECIMEN,,46270267,Specimen from groin obtained by fine needle aspiration,
Specimen concept,SPECIMEN,,43021770,Intrauterine contraceptive device submitted as specimen,
Specimen concept,SPECIMEN,,4001063,Specimen from genital system,
Specimen concept,SPECIMEN,,46270254,Specimen from abscess of Bartholin's gland,
Specimen concept,CSF,,40489855,Cerebrospinal fluid specimen obtained via ventriculoperitoneal shunt,
Specimen concept,BODY_FLD,,46270177,Body fluid specimen obtained via Jackson-Pratt drain,
Specimen concept,BONE_MARROW,,4122284,Bone marrow clot sample,
Specimen concept,PLAS,,45906170,Plasma,
specimen_loinc,BLD,,20509-6,,
Specimen concept,SPECIMEN,,46270259,Specimen from right middle lobe of lung obtained by bronchial washing procedure,
specimen_source,BONE_MARROW,,Marrow,,
specimen_source,WOUND,,Wound drainage,,
Specimen concept,BREAST,,4205696,Breast direct smear sample,
specimen_source,BODY_FLD,,BILE ,,
Specimen concept,BRONCHIAL,,4006637,Bronchial cytologic material,
Specimen concept,SPECIMEN,,46270209,Specimen from left upper lobe of lung obtained by bronchial brushings procedure,
Specimen concept,SPECIMEN,,46270218,Specimen from bone obtained by core needle biopsy,
specimen_source,KIDNEY,,Nephrostomy tube,,
specimen_source,XXX^DONOR,,DONOR STORAGE SOLUTION ,,
specimen_loinc,BLD,,26523-1,,
Specimen concept,BODY_FLD,,4001061,Bile specimen,
Specimen concept,BODY_FLD,,46270169,Central nervous system cyst fluid sample,
Specimen concept,PLAS,,45769404,Plasma specimen with ethylenediamine tetraacetic acid,
Specimen concept,TISSUE,,4230139,Hemorrhoid tissue specimen,
Specimen concept,CVX_VAG,,4046488,Specimen from uterine cervix obtained by radical hysterectomy,
Specimen concept,SPECIMEN,,4046853,Specimen from stomach obtained by partial gastrectomy,
Specimen concept,XXX.SWAB,,4124276,Scrotal swab,
Specimen concept,SPECIMEN,,4046489,Specimen from endometrium obtained by curettage,
Specimen concept,TISSUE,,4133176,Tissue specimen from urinary tract,
Specimen concept,SPECIMEN,,759813,Physical object specimen,
Specimen concept,XXX.SWAB,,40483757,Swab of groin,
specimen_source,BONE,,Bone,,
Specimen concept,CALCULUS,,4119505,Bladder stone sample,
Specimen concept,BODY_FLD,,45418890,Synovial fluid: joint NOS,
specimen_source,BODY_FLD,,ABDOMINAL FLUID ,,
Specimen concept,SPECIMEN,,40489360,Specimen from abscess of brain,
Specimen concept,SPECIMEN,,4332519,Specimen from nerve,
Specimen concept,SPECIMEN,,46270243,Specimen from left lung obtained by fine needle aspiration procedure,
specimen_loinc,BLD,,11282-1,,
Specimen concept,SINUS,,4007918,Accessory sinus cytologic material,
Specimen concept,SPECIMEN,,4046936,Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy,
Specimen concept,SPECIMEN,,4045886,Specimen from left lobe of thyroid obtained by lobe resection,
Specimen concept,SPECIMEN,,40487352,Specimen obtained by transbronchial aspiration,
specimen_loinc,BLD,,11558-4,,
Specimen concept,SPECIMEN,,4333886,Specimen from lymph node obtained by fine needle aspiration biopsy,
specimen_loinc,BLD,,4576-5,,
Specimen concept,SPECIMEN,,4048985,Specimen from urinary bladder obtained by total cystectomy,
Specimen concept,TISSUE,,4260368,Soft tissue specimen obtained by excision,
Specimen concept,TISSUE,,4183915,Tissue specimen obtained for Hodgkin's disease by biopsy,
Specimen concept,XXX.SWAB,,43021077,Swab from testicle,
Specimen concept,BODY_FLD,,46270255,Bartholin's gland fluid specimen,
specimen_source,STOOL,,72 hr stool,,
specimen_loinc,URINE,,2106-3,,
Specimen concept,CVX_VAG,,45918203,HVS (high vaginal swab),
specimen_loinc,CSF,,30374-3,,
specimen_source,BLD,,Blood-Large lumen,,
Specimen concept,LYMPH_NODE,,4298498,Lymph node from sentinel lymph node dissection and axillary dissection,
specimen_loinc,BLD,,600-7,,
Specimen concept,TISSUE,,4204939,Soft tissue biopsy sample,
specimen_source,SPECIMEN,,CYST ,,
Specimen concept,RESPIRATORY,,4119536,Respiratory sample,
specimen_loinc,BLD,,18309-5,,
Specimen concept,SPECIMEN,,43021787,Settle culture plate submitted as specimen,
Specimen concept,TISSUE,,4206295,Nerve tissue sample,
Specimen concept,BODY_FLD,,45455245,Duodenal fluid sample,
Specimen concept,BODY_FLD,,40486470,Bile specimen from common bile duct,
Specimen concept,BODY_FLD,,4324339,Biliary fluid specimen obtained by drainage,
Specimen concept,SPECIMEN,,43021758,Percutaneous nephrostomy tube tip submitted as specimen,
specimen_source,STOOL,,24 hr stool,,
Specimen concept,LIVER.FNA,,44792550,Liver transplant biopsy sample,
Specimen concept,TISSUE,,44792598,Soft tissue resection sample,
specimen_loinc,URINE,,3107-0,,
Specimen concept,SPECIMEN,,4331381,Specimen from spleen obtained by fine needle aspiration biopsy,
specimen_source,BODY_FLD,,"Body fluid, unsp",,
specimen_loinc,BLD,,711-2,,
Specimen concept,SPECIMEN,,37111343,a.m. peak specimen,
Specimen concept,BODY_FLD,,44792597,Spermatocoele fluid sample,
Specimen concept,SPECIMEN,,43021767,Endotracheal tube submitted as specimen,
specimen_loinc,PLAS,,16362-6,,
Specimen concept,SPECIMEN,,4264445,Specimen from right fallopian tube obtained by salpingectomy,
Specimen concept,SPECIMEN,,43021788,Protected specimen brush submitted as specimen,
Specimen concept,BODY_FLD,,4043431,Multiple joint synovial fluid,
Specimen concept,SPECIMEN,,4265164,Specimen from salivary gland,
Specimen concept,BLD,,4260367,Blood spot specimen,
Specimen concept,SPECIMEN,,4046389,Specimen from left kidney obtained by partial nephrectomy,
Specimen concept,SPECIMEN,,4164611,Specimen from retina obtained by limited exenteration of eye,
specimen_source,URINE,,Urine-bagged,,
Specimen concept,BODY_FLD,,46270237,Genital fluid specimen,
Specimen concept,TISSUE,,4027391,Tissue specimen from stomach,
Specimen concept,SPECIMEN,,4332513,Specimen from tonsil,
Specimen concept,BLD,,4001056,Arterial line specimen,
Specimen concept,SPECIMEN,,4288224,Specimen from lymph node obtained by staging laparotomy,
Specimen concept,SPECIMEN,,4225523,Sputum smear specimen,
Specimen concept,SPECIMEN,,46270244,Specimen from right lung obtained by fine needle aspiration procedure,
Specimen concept,TISSUE,,4120212,Adipose tissue sample,
Specimen concept,BREAST,,46270186,Breast cyst sample,
Specimen concept,SPECIMEN,,4219606,Specimen from ureter obtained by ureterectomy,
Specimen concept,PLACENTA,,4004345,Placenta cytologic material,
specimen_source,BODY_FLD,,Amniotic fluid,,
specimen_loinc,URINE,,5797-6,,
Specimen concept,SPECIMEN,,4048965,Specimen from pleura obtained by thoracoscopic biopsy,
specimen_source,TEAR,,Tears,,
Specimen concept,BODY_FLD,,4105828,Red blood cell fluid sample,
Specimen concept,TISSUE,,4183916,Tissue specimen obtained from extrahepatic bile ducts by choledochal cyst resection,
Specimen concept,BODY_FLD,,4335218,Specimen from bile duct obtained by fine needle aspiration biopsy,
Specimen concept,MILK,,4122373,Soy milk sample,
Specimen concept,BLD,,44808078,Whole blood specimen with perchlorate,
Specimen concept,TISSUE,,4123175,Abscess tissue,
specimen_loinc,BLD,,30376-8,,
Specimen concept,SPECIMEN,,42535909,Specimen from calf of leg,
Specimen concept,SPECIMEN,,4326185,Specimen from nasopharyngeal structure,
Specimen concept,TISSUE,,4334503,Tissue section,
specimen_source,LINE,,ECMO Circuit,,
Specimen concept,RESPIRATORY,,4187359,Respiratory secretion,
Specimen concept,LYMPH_NODE,,4187964,Lymph node from axillary dissection,
specimen_source,TISSUE,,TISSUE,,
Specimen concept,BODY_FLD,,4121345,Bronchoalveolar lavage fluid sample,
Specimen concept,SPECIMEN,,46270261,Specimen from left upper lobe of lung obtained by bronchial aspiration procedure,
specimen_loinc,SER_PLAS,,3016-3,,
Specimen concept,SKIN,,4205250,Skin incision biopsy sample,
Specimen concept,BODY_FLD,,4202607,Breast fluid sample,
Specimen concept,BLD,,44808819,Sterile defibrinated blood specimen,
Specimen concept,BONE_MARROW,,4153427,Rib bone marrow sample,
specimen_source,TISS.FNA,,FINE NEEDLE ASPIRATE ,,
specimen_source,RECTUM,,Rectum,,
specimen_loinc,XXX,,32324-6,,
Specimen concept,BODY_FLD,,40492370,Body fluid specimen obtained via chest tube,
Specimen concept,SPECIMEN,,4161038,Specimen from uvea obtained by enucleation of eye,
Specimen concept,BODY_FLD,,45521957,Ankle joint synovial fluid,
specimen_source,SPUTUM,,Sputum,,
Specimen concept,SPECIMEN,,4262614,Specimen from skin obtained by excision,
Specimen concept,SPECIMEN,,4287470,Specimen from left fallopian tube obtained by salpingectomy,
Specimen concept,CVX_VAG,,4004343,Endocervical cytologic material,
Specimen concept,BODY_FLD,,763155,Swab of fluid from vesicle,
specimen_loinc,URINE,,50558-6,,
Specimen concept,PLACENTA,,43021095,Swab from placenta,
Specimen concept,PLAS,,45766303,Venous plasma specimen,
Specimen concept,SPECIMEN,,4246378,Specimen obtained by incisional biopsy,
Specimen concept,SPECIMEN,,4048979,Specimen from pancreas obtained by pancreaticoduodenectomy,
Specimen concept,SPECIMEN,,40482757,Specimen from abdominal cavity,
specimen_source,CSF,,CEREBROSPINAL FLUID ,,
Specimen concept,BODY_FLD,,4122273,Cardiac bypass pump fluid sample,
specimen_loinc,SER,,6206-7,,
Specimen concept,TISSUE,,44793344,Formalin fixed paraffin embedded tissue specimen,
Specimen concept,LUNG,,44792517,Lung transplant biopsy sample,
Specimen concept,COLON,,46270225,Ascending colon biopsy sample,
Specimen concept,XXX.SWAB,,4119514,Prepuce swab,
Specimen concept,URINE,,43021153,Intracranial ventricular catheter submitted as specimen,
specimen_source,EAR,,Right ear,,
Specimen concept,BODY_FLD,,4119384,Prostatic fluid sample,
Specimen concept,TISSUE,,4002890,Tissue specimen,
Specimen concept,TISSUE,,46274051,Excised breast ectopic tissue sample,
Specimen concept,URINE,,40490308,Urine specimen obtained from kidney,
Specimen concept,SPECIMEN,,40480466,Specimen from abdominal cavity structure obtained by fine needle aspiration biopsy,
Specimen concept,SPECIMEN,,4265166,Specimen from anus obtained by abdominoperineal resection,
Specimen concept,BODY_FLD,,40489806,Bile specimen from gall bladder,
Specimen concept,LYMPH_NODE,,4205244,Frozen section lymph node sample,
Specimen concept,XXX.SWAB,,43021100,Swab from deep wound,
Specimen concept,SPECIMEN,,4245357,Specimen from liver obtained by left lateral segmentectomy,
Specimen concept,ABSCESS,,43021109,Swab from abscess of brain,
specimen_loinc,BLDA,,2744-1,,
Specimen concept,SPECIMEN,,4207128,Contact lens submitted as specimen,
Specimen concept,TISSUE,,4183341,Tissue specimen obtained from vulva by biopsy,
specimen_loinc,URINE,,5799-2,,
Specimen concept,URINE,,37016231,Specimen from urinary bladder obtained by transurethral cystectomy,
Specimen concept,TISSUE,,4235559,Tissue specimen from axilla,
specimen_source,LINE,,Line,,
Specimen concept,BODY_FLD,,4002875,Synovial fluid specimen,
Specimen concept,SPECIMEN,,4046492,Specimen from fallopian tube obtained by pelvic exenteration,
Specimen concept,PLACENTA,,4204355,Placenta biopsy sample,
Specimen concept,SALIVARY_GLAND.FNA,,4122277,Parotid gland saliva sample,
Specimen concept,SPECIMEN,,37016224,Specimen from lip obtained by wedge resection,
Specimen concept,PLAS,,42537788,Pooled platelet poor plasma specimen,
Specimen concept,BODY_FLD,,40492276,Fluid specimen from subphrenic space,
Specimen concept,SPECIMEN,,37016229,Specimen from liver obtained by partial lobectomy,
specimen_source,AIR,,Breath,,
Specimen concept,BODY_FLD,,4057467,Shoulder joint synovial fluid,
Specimen concept,SPECIMEN,,40491528,Nucleic acid specimen,
Specimen concept,XXX.SWAB,,45935825,UROGENITAL SWAB,
Specimen concept,CVX_VAG,,4208942,Vaginal vault smear sample,
Specimen concept,BLD,,43021139,Peripheral vascular catheter tip submitted as specimen,
Specimen concept,SPECIMEN,,4333211,Specimen from tooth obtained by biopsy,
specimen_source,PLAS,,Plasma,,
specimen_loinc,XXX,,664-3,,
Specimen concept,TISSUE,,4028080,Tissue specimen from conjunctiva,
Specimen concept,SPECIMEN,,4287032,Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy partial pancreatectomy,
specimen_loinc,BLD,,26450-7,,
Specimen concept,SPECIMEN,,4196166,Specimen from pancreas obtained by fine needle aspiration biopsy,
Specimen concept,LUNG,,44792504,Transplanted lung resection sample,
specimen_source,XXX.SWAB,,RECTAL SWAB,,
Specimen concept,SER,,4048853,Serum specimen from blood donor,
specimen_source,PERITON_FLD,,PERITONEAL DIALYSIS FLUID ,,
Specimen concept,TISSUE,,4331672,Tissue spot,
Specimen concept,SPECIMEN,,4269749,Specimen from anus obtained by excision of anal polyp,
Specimen concept,TISSUE,,4133171,Tissue specimen from breast,
specimen_loinc,BLDA,,41647-9,,
Specimen concept,SPECIMEN,,4234779,Specimen from transplanted lung obtained by excision,
Specimen concept,SPECIMEN,,4124256,Discharge specimen,
Specimen concept,BODY_FLD,,45445257,Foot joint synovial fluid,
specimen_loinc,URINE,,5810-7,,
Specimen concept,SPECIMEN,,4046496,Specimen from thyroid obtained by lobectomy,
Specimen concept,XXX.SWAB,,4120348,Floor swab,
Specimen concept,SPECIMEN,,4002870,Cannula specimen,
Specimen concept,SPECIMEN,,46274049,Specimen from right upper lobe of lung obtained by bronchoalveolar lavage procedure,
Specimen concept,SPECIMEN,,4328578,Specimen from bone,
Specimen concept,SPECIMEN,,4161668,Specimen from central nervous system obtained by total resection of tumor,
Specimen concept,SPECIMEN,,46274052,External shunt submitted as specimen,
Specimen concept,URINE,,4174445,24 hour urine sample,
Specimen concept,LIVER.FNA,,4202778,Liver biopsy sample,
Specimen concept,SPECIMEN,,4122289,Sputum specimen obtained by aspiration from trachea,
specimen_loinc,BLD,,20570-8,,
Specimen concept,SPECIMEN,,4046490,Specimen from endometrium obtained by hysterectomy,
Specimen concept,XXX.SWAB,,43021107,Swab from lip,
Specimen concept,TISSUE,,4120213,Gonad tissue,
Specimen concept,BODY_FLD,,4217277,Specimen from extrahepatic bile duct obtained by segmental resection of bile ducts,
specimen_source,CSF,,CSF,,
Result unit,{ratio},ratio,8523,ratio,
