source_concept_class,target_concept,pcornet_name,source_concept_id,concept_description,value_as_concept_id
Specimen concept,,,4205696,Breast direct smear sample,
Specimen concept,,,4045761,Cerumen specimen,
Specimen concept,,,4046855,Specimen from distal stomach obtained by partial gastrectomy,
Specimen concept,,,4048960,Specimen from lung obtained by major airway resection,
Specimen concept,,,4121350,Cannula tip,
Specimen concept,BLD,,4002219,Menstrual blood specimen,
Specimen concept,,,4325364,Specimen from unspecified body site,
Specimen concept,BODY_FLD,,46270177,Body fluid specimen obtained via Jackson-Pratt drain,
Specimen concept,URINE,,43021096,Swab from catheter,
Specimen concept,,,43021091,Swab from vesicle,
Specimen concept,BLD,,42537789,Foetal blood specimen,
Specimen concept,,,43021082,Swab from tongue,
Specimen concept,,,43021757,Cotton wool ball submitted as specimen,
Specimen concept,URINE,,4046937,Specimen from urinary tract obtained by transurethral excision,
Specimen concept,,,4046491,Specimen from left ovary obtained by salpingo-oophorectomy,
Specimen concept,,,4048850,Genital lochia specimen,
Specimen concept,,,4045766,"Specimen from breast obtained by complete excision, less than total mastectomy, without axillary contents",
Specimen concept,,,4028080,Tissue specimen from conjunctiva,
Specimen concept,,,4027387,Specimen from ovary,
Specimen concept,BODY_FLD,,4043942,Peritoneal fluid sample,
Specimen concept,,,759820,Paper specimen,
Specimen concept,,,4046375,Specimen from pleura obtained by lymph node biopsy,
Specimen concept,BODY_FLD,,4124258,Bursa fluid sample,
Specimen concept,,,4187964,Lymph node from axillary dissection,
Specimen concept,CVX_VAG,,46270287,Vaginal discharge specimen,
Specimen concept,,,43021111,Swab from buttock,
Specimen concept,,,46270238,Pediculus sample,
Specimen concept,,,40488874,Prostatic fluid specimen obtained for Stamey test,
Specimen concept,,,4133745,Specimen from uterus,
Specimen concept,,,4006635,Upper respiratory tract cytologic material,
Specimen concept,,,4045776,Specimen from large intestine obtained by abdominoperineal resection,
Specimen concept,,,42537558,Loose body specimen from joint,
Specimen concept,,,4201652,Specimen from nasal fossae obtained by fine needle aspiration biopsy,
Specimen concept,,,45478812,Maternal milk sample,
Specimen concept,SER,,40482249,a.m. serum specimen,
Specimen concept,,,4046498,Tissue specimen from placenta,
Specimen concept,,,762638,Nasal aspirate specimen,
Specimen concept,,,43021096,Swab from catheter,
Specimen concept,BODY_FLD,,4122255,Fistula fluid sample,
Specimen concept,,,4335106,Specimen from uterus obtained by biopsy,
Specimen concept,,,4170963,Cervical smear sample,
Specimen concept,,,4046379,Specimen from ileum obtained by segmental resection,
Specimen concept,,,4046937,Specimen from urinary tract obtained by transurethral excision,
Specimen concept,PLAS,,4001180,Platelet rich plasma specimen,
Specimen concept,,,4046485,Specimen from uterus obtained by pelvic exenteration,
Specimen concept,,,4204195,Synovial sample,
Specimen concept,,,4000637,Specimen from conjunctiva,
Specimen concept,BODY_FLD,,4057744,Nasal fluid sample,
Specimen concept,,,4205259,Lumpectomy breast sample,
Specimen concept,,,37115788,Salivary calculus specimen,
Specimen concept,,,4046861,"Specimen from rectum obtained by transanal disk excision, intact",
Specimen concept,,,4326181,Ear cytologic material,
Specimen concept,,,45929439,Bronchial aspirate,
Specimen concept,,,45766303,Venous plasma specimen,
Specimen concept,CVX_VAG,,4119516,Cervical swab,
Specimen concept,,,44808076,Whole blood specimen with heparin,
Specimen concept,BLD,,4122283,Whole blood sample,
Specimen concept,TISSUE,,4028080,Tissue specimen from conjunctiva,
Specimen concept,,,4046951,Specimen from left fallopian tube obtained by salpingo-oophorectomy,
Specimen concept,,,4119511,Swab of line insertion site,
Specimen concept,,,4133744,Specimen from fallopian tube,
Specimen concept,,,4332243,Specimen from bladder obtained by fine needle aspiration biopsy,
Specimen concept,CSF,,4124259,Cerebrospinal fluid sample,
Specimen concept,,,4119512,Genital swab,
Specimen concept,,,4122374,Cow's milk sample,
Specimen concept,,,4122362,Larva sample,
Specimen concept,,,4199533,Specimen from penis obtained by fine needle aspiration biopsy,
Specimen concept,,,43021089,Swab from urethral meatus,
Specimen concept,,,46270233,Specimen from posterior wall of urinary bladder obtained by biopsy,
Specimen concept,,,4263285,Specimen from thymus gland obtained by transcervical thymectomy,
Specimen concept,,,4120341,Renal pelvis fluid sample,
Specimen concept,,,46270274,Endocervical aspirate,
Specimen concept,,,4204198,Nerve biopsy sample,
Specimen concept,,,4122264,Shaft of penis swab,
Specimen concept,,,4204354,Ovarian fluid sample,
Specimen concept,,,45935825,UROGENITAL SWAB,
Specimen concept,,,44808114,Specimen obtained by needle biopsy,
Specimen concept,,,4330081,Touch preparation cytologic material,
Specimen concept,,,4287327,Specimen from small intestine obtained by segmental resection,
Specimen concept,,,37115749,Forty eight hour urine specimen,
Specimen concept,,,4046834,Capillary blood specimen,
Specimen concept,,,4164325,Specimen from extrahepatic bile duct,
Specimen concept,,,4006647,Upper urinary tract cytologic material,
Specimen concept,,,4204349,Anal biopsy sample,
Specimen concept,,,4206436,Cervical biopsy sample,
Specimen concept,BODY_FLD,,40489806,Bile specimen from gall bladder,
Specimen concept,,,40489834,Tissue specimen from cervical lymph node,
Specimen concept,,,4045764,Tissue specimen obtained from ulcer,
Specimen concept,,,4046848,Specimen from pleura obtained by percutaneous needle biopsy,
Specimen concept,,,40483525,p.m. serum specimen,
Specimen concept,,,4202795,Ovarian cyst sample,
Specimen concept,,,4132796,Amniocentesis fluid sample,
Specimen concept,,,4324339,Biliary fluid specimen obtained by drainage,
Specimen concept,,,46270262,Specimen from right middle lobe of lung obtained by bronchial aspiration procedure,
Specimen concept,,,4007922,Left upper lobe bronchus cytologic material,
Specimen concept,TISSUE,,44792598,Soft tissue resection sample,
Specimen concept,URINE,,4231652,Urine collection pad submitted as specimen,
Specimen concept,,,4007307,Laryngeal cytologic material,
Specimen concept,,,46270271,Specimen from branchial cleft cyst obtained by fine needle aspiration,
Specimen concept,,,4046278,Exudate specimen from wound,
Specimen concept,,,4263395,Specimen from adrenal gland obtained by needle biopsy,
Specimen concept,,,4002895,Specimen from anus,
Specimen concept,,,4001063,Specimen from genital system,
Specimen concept,,,4198148,Specimen from unspecified body site obtained by fine needle aspiration,
Specimen concept,,,762639,Bacterial isolate specimen,
Specimen concept,,,40486989,Blood specimen submitted in heparinized collection tube,
Specimen concept,TISSUE,,4123175,Abscess tissue,
Specimen concept,,,4220039,Tissue specimen from major salivary gland,
Specimen concept,CVX_VAG,,4270454,Specimen from uterine cervix obtained by cone biopsy,
Specimen concept,,,4122284,Bone marrow clot sample,
Specimen concept,,,44792609,Prostate chippings sample,
Specimen concept,,,4027392,Tissue specimen from throat,
Specimen concept,,,764444,Fluid specimen from pelvis,
Specimen concept,,,4332513,Specimen from tonsil,
Specimen concept,,,4119537,Upper respiratory sample,
Specimen concept,,,4001189,Specimen from vagina,
Specimen concept,TISSUE,,4133994,Tissue specimen from cornea,
Specimen concept,,,44792620,Resection sample,
Specimen concept,,,40492348,Dialysis fluid specimen obtained after continuous ambulatory peritoneal dialysis,
Specimen concept,,,4204943,Bursa tissue sample,
Specimen concept,,,4119515,Subpreputial swab,
Specimen concept,,,45478800,Vert. spin. proc. bone marrow,
Specimen concept,,,4164490,Tissue specimen from uvea,
Specimen concept,,,4046489,Specimen from endometrium obtained by curettage,
Specimen concept,,,4046384,"Specimen from rectum obtained by transanal disk excision, fragmented",
Specimen concept,,,45935824,PERIPHERAL BLOOD MONONUCLEAR CELLS,
Specimen concept,BODY_FLD,,4206413,Ascitic fluid sample,
Specimen concept,,,43021767,Endotracheal tube submitted as specimen,
Specimen concept,BLD,,4124289,Blood clot sample,
Specimen concept,,,46277425,Deoxyribonucleic acid sample,
Specimen concept,URINE,,4080731,Spot urine sample,
Specimen concept,,,4202616,Lymph node tissue sample,
Specimen concept,,,46270192,Epidural lesion sample,
Specimen concept,,,4245357,Specimen from liver obtained by left lateral segmentectomy,
Specimen concept,,,4257903,Specimen from ureter obtained by brush biopsy,
Specimen concept,,,4007313,Gallbladder cytologic material,
Specimen concept,,,4002894,Specimen from trachea,
Specimen concept,URINE,,40492273,Postcoital urine specimen,
Specimen concept,,,45766302,Venous cord blood specimen,
Specimen concept,TISSUE,,42538997,Specimen from periodontal tissue,
Specimen concept,,,45955893,Feces,
Specimen concept,,,45482133,Breast milk sample,
Specimen concept,URINE,,46270221,Endotracheal catheter tip submitted as specimen,
Specimen concept,,,4215283,Specimen from thymus gland obtained by limited thoracotomy,
Specimen concept,,,4120340,Prostatic massage fluid sample,
Specimen concept,,,37115741,Twelve hour urine specimen,
Specimen concept,,,4002893,Specimen from throat,
Specimen concept,,,4202623,Joint sample,
Specimen concept,,,45451927,Fluid sample NOS,
Specimen concept,BODY_FLD,,4045763,Peritoneal dialysis fluid specimen,
Specimen concept,,,4264710,Specimen from inguinofemoral lymphadenectomy,
Specimen concept,BLD,,4048847,Blood specimen from newborn,
Specimen concept,,,4133748,Tissue specimen from ovary,
Specimen concept,,,4046838,Sweat specimen,
Specimen concept,,,4204197,Articular tissue sample,
Specimen concept,BODY_FLD,,46270255,Bartholin's gland fluid specimen,
Specimen concept,BODY_FLD,,46270237,Genital fluid specimen,
Specimen concept,TISSUE,,40480853,Specimen from soft tissue obtained by fine needle aspiration biopsy,
Specimen concept,,,4332230,Specimen from seminal vesicle obtained by fine needle aspiration biopsy,
Specimen concept,TISSUE,,4123176,Bone tissue sample,
Specimen concept,,,4328578,Specimen from bone,
Specimen concept,,,43021769,Intracranial pressure catheter submitted as specimen,
Specimen concept,,,4046367,Serum specimen from blood product,
Specimen concept,,,4235559,Tissue specimen from axilla,
Specimen concept,,,4132246,Tissue specimen from pancreas,
Specimen concept,,,4313765,Specimen from peritoneal tumor implant,
Specimen concept,,,4234032,Tampon submitted as specimen,
Specimen concept,,,764637,Baby food specimen,
Specimen concept,URINE,,40490308,Urine specimen obtained from kidney,
Specimen concept,,,4048848,Pericardial fluid specimen,
Specimen concept,,,43021155,Ventriculoperitoneal shunt submitted as specimen,
Specimen concept,PLAS,,4000626,Plasma specimen,
Specimen concept,,,4124286,Genitourinary sample,
Specimen concept,BODY_FLD,,4043941,Colostomy fluid sample,
Specimen concept,URINE,,43021144,Central venous catheter tip submitted as specimen,
Specimen concept,,,4202777,Gastrointestinal fluid sample,
Specimen concept,,,4119531,Early morning urine sample,
Specimen concept,,,4043431,Multiple joint synovial fluid,
Specimen concept,,,44806864,Device tip sample,
Specimen concept,,,43021152,Tracheostomy tube submitted as specimen,
Specimen concept,,,4122274,Skin scale sample,
Specimen concept,,,4080731,Spot urine sample,
Specimen concept,,,4160625,Human bone for identification,
Specimen concept,,,4121221,Curettings,
Specimen concept,,,45485432,Synovial fluid source,
Specimen concept,BODY_FLD,,40481576,Peritoneal dialysis fluid specimen obtained before dialysis,
Specimen concept,,,42537871,Blood smear specimen,
Specimen concept,,,42538997,Specimen from periodontal tissue,
Specimen concept,BODY_FLD,,4056981,Finger joint synovial fluid,
Specimen concept,BLD,,43021143,Umbilical artery catheter tip submitted as specimen,
Specimen concept,,,4221078,Specimen from major salivary gland,
Specimen concept,BODY_FLD,,40489855,Cerebrospinal fluid specimen obtained via ventriculoperitoneal shunt,
Specimen concept,,,45769403,Plasma specimen with citrate,
Specimen concept,,,4001226,Mixed venous blood specimen,
Specimen concept,PLAS,,45769404,Plasma specimen with ethylenediamine tetraacetic acid,
Specimen concept,,,40492273,Postcoital urine specimen,
Specimen concept,,,4046382,Specimen from colon obtained by sigmoidectomy,
Specimen concept,,,46270221,Endotracheal catheter tip submitted as specimen,
Specimen concept,,,4057739,Miscellaneous samples,
Specimen concept,,,4006650,Endometrium cytologic material,
Specimen concept,URINE,,37115741,Twelve hour urine specimen,
Specimen concept,TISSUE,,4202616,Lymph node tissue sample,
Specimen concept,CVX_VAG,,764128,Pre-partum vaginal blood specimen,
Specimen concept,,,4001058,Milk specimen,
Specimen concept,,,4205808,Lymph node biopsy sample,
Specimen concept,,,4007919,Nasopharyngeal cytologic material,
Specimen concept,,,37016227,Swab from lesion,
Specimen concept,,,764435,Swab from upper extremity,
Specimen concept,BODY_FLD,,45485433,Finger joint synovial fluid,
Specimen concept,URINE,,43021769,Intracranial pressure catheter submitted as specimen,
Specimen concept,,,4204937,Breast tru-cut biopsy sample,
Specimen concept,,,4046389,Specimen from left kidney obtained by partial nephrectomy,
Specimen concept,,,4333613,Specimen from unspecified body site obtained by biopsy,
Specimen concept,,,40490308,Urine specimen obtained from kidney,
Specimen concept,TISSUE,,4132246,Tissue specimen from pancreas,
Specimen concept,,,40460906,Hematological sample,
Specimen concept,,,4198146,Specimen from gallbladder obtained by fine needle aspiration biopsy,
Specimen concept,,,4123176,Bone tissue sample,
Specimen concept,,,4048961,Specimen from lung obtained by bronchial washing procedure,
Specimen concept,TISSUE,,4235559,Tissue specimen from axilla,
Specimen concept,,,43021144,Central venous catheter tip submitted as specimen,
Specimen concept,TISSUE,,4133748,Tissue specimen from ovary,
Specimen concept,TISSUE,,4204197,Articular tissue sample,
Specimen concept,URINE,,4119531,Early morning urine sample,
Specimen concept,,,40480853,Specimen from soft tissue obtained by fine needle aspiration biopsy,
Specimen concept,,,4199532,Specimen from bronchus obtained by fine needle aspiration biopsy,
Specimen concept,TISSUE,,4220039,Tissue specimen from major salivary gland,
Specimen concept,,,4123175,Abscess tissue,
Specimen concept,CVX_VAG,,4245001,Specimen from uterine cervix obtained by excision of cervix,
Specimen concept,,,4045767,Specimen from lung obtained by lobectomy,
Specimen concept,,,4205243,Artery sample,
Specimen concept,,,4122263,Frenulum of penis swab,
Specimen concept,,,765900,Mycobacterial isolate specimen,
Specimen concept,,,4332381,Specimen from larynx,
Specimen concept,,,4021081,Ovary cytologic material,
Specimen concept,,,4231652,Urine collection pad submitted as specimen,
Specimen concept,,,44792504,Transplanted lung resection sample,
Specimen concept,,,44803280,Trachea resection sample,
Specimen concept,,,44792598,Soft tissue resection sample,
Specimen concept,BODY_FLD,,764568,Apheresis fluid,
Specimen concept,,,4002892,Specimen from colon,
Specimen concept,BODY_FLD,,40483336,Cerebrospinal fluid specimen from ventricle of brain,
Specimen concept,,,4001185,Specimen from right fallopian tube,
Specimen concept,BODY_FLD,,4203826,Fluid specimen from spermatocele,
Specimen concept,,,45425398,Lower respiratory sample,
Specimen concept,,,4204194,Ligament sample,
Specimen concept,BODY_FLD,,45418890,Synovial fluid: joint NOS,
Specimen concept,,,4145680,Specimen obtained by marginal resection,
Specimen concept,,,44792517,Lung transplant biopsy sample,
Specimen concept,TISSUE,,4164490,Tissue specimen from uvea,
Specimen concept,TISSUE,,4204943,Bursa tissue sample,
Specimen concept,,,4124261,Ileostomy fluid sample,
Specimen concept,,,4001187,Specimen from bronchus,
Specimen concept,,,4311285,Specimen from appendix and colon obtained by appendectomy and right colectomy,
Specimen concept,,,43021148,Stent submitted as specimen,
Specimen concept,,,4133994,Tissue specimen from cornea,
Specimen concept,,,4265163,Specimen from eye obtained by limited exenteration,
Specimen concept,TISSUE,,4027392,Tissue specimen from throat,
Specimen concept,,,42535842,Specimen from sebaceous cyst,
Specimen concept,,,40488358,Swab obtained during autopsy,
Specimen concept,,,45521957,Ankle joint synovial fluid,
Specimen concept,,,40486469,Fluid specimen from Bartholin gland cyst,
Specimen concept,URINE,,4045671,"Blood bag specimen, from blood product",
Specimen concept,,,4045762,Leukocyte specimen from patient,
Specimen concept,TISSUE,,40492406,Specimen from necrotic tissue,
Specimen concept,,,43021138,Intracranial catheter submitted as specimen,
Specimen concept,,,40460927,Obstetrics and gynecology sample,
Specimen concept,,,4007926,Duodenal cytologic material,
Specimen concept,BODY_FLD,,763155,Swab of fluid from vesicle,
Specimen concept,,,4325367,Cytologic material obtained from synovial fluid,
Specimen concept,,,4007442,Cerebrospinal fluid cytologic material,
Specimen concept,BODY_FLD,,45432014,Bronchoalveolar lavage fluid sample,
Specimen concept,,,4234527,Eluate,
Specimen concept,,,4007934,Chorion cytologic material,
Specimen concept,CVX_VAG,,43021115,Swab from vaginal introitus,
Specimen concept,,,40482031,Peritoneal dialysis fluid specimen obtained after dialysis,
Specimen concept,,,4007431,Salivary gland cytologic material,
Specimen concept,,,40483373,Specimen obtained by surgical procedure,
Specimen concept,,,46270280,Colonic specimen obtained by lavage,
Specimen concept,,,37016231,Specimen from urinary bladder obtained by transurethral cystectomy,
Specimen concept,,,40480236,Machine hemodialysate specimen obtained before mixing,
Specimen concept,,,4334932,Specimen from mediastinum,
Specimen concept,,,40481583,Fluid specimen from epidural space,
Specimen concept,,,4124256,Discharge specimen,
Specimen concept,,,42537788,Pooled platelet poor plasma specimen,
Specimen concept,,,4333886,Specimen from lymph node obtained by fine needle aspiration biopsy,
Specimen concept,,,4119527,Oral secretion sample,
Specimen concept,,,4202621,Fascia biopsy sample,
Specimen concept,,,44803279,Upper urinary tract washings sample,
Specimen concept,,,4160153,Specimen from sympathetic nerve ganglion,
Specimen concept,,,4046482,Specimen from right kidney obtained by radical nephrectomy and adrenalectomy,
Specimen concept,,,45912144,Serum,
Specimen concept,,,4204339,Colon strip sample,
Specimen concept,,,44783229,Urine specimen obtained from kidney via aspiration,
Specimen concept,,,4122286,Buffy coat,
Specimen concept,BODY_FLD,,4048849,Female genital fluid specimen,
Specimen concept,TISSUE,,4204952,Lower respiratory tissue sample,
Specimen concept,,,4002736,Mushroom specimen,
Specimen concept,,,4216630,Specimen from thoracic mesothelium obtained by thoracoscopic biopsy,
Specimen concept,,,4006651,Fallopian tube cytologic material,
Specimen concept,,,4000629,Specimen from ulcer,
Specimen concept,,,4202974,Biliary tract tissue sample,
Specimen concept,,,4119386,Interstitial fluid specimen,
Specimen concept,,,4246708,Specimen from ovary obtained by hysterectomy with left salpingo-oophorectomy,
Specimen concept,BLD,,43021139,Peripheral vascular catheter tip submitted as specimen,
Specimen concept,,,46270281,Urinary bladder specimen obtained by lavage,
Specimen concept,,,4124278,High vaginal swab,
Specimen concept,,,4007929,Renal pelvis cytologic material,
Specimen concept,URINE,,4045757,Urinary catheter specimen,
Specimen concept,TISSUE,,4206429,Urinary bladder tissue sample,
Specimen concept,,,37016230,Specimen from liver obtained by partial resection,
Specimen concept,CVX_VAG,,4007931,Vaginal and cervical cytologic material,
Specimen concept,,,46270302,Specimen from perianal region obtained by biopsy,
Specimen concept,BLD,,43021149,Central venous catheter tip from subclavian vein submitted as specimen,
Specimen concept,,,46270210,Specimen from right lower lobe of lung obtained by bronchial brushings procedure,
Specimen concept,,,4206428,Urological fluid sample,
Specimen concept,,,4043433,Toe joint synovial fluid,
Specimen concept,,,4006632,Synovial cytologic material,
Specimen concept,,,4259624,Respiratory fluid specimen,
Specimen concept,,,4202625,Resected prostate sample,
Specimen concept,,,4202624,Eye fluid sample,
Specimen concept,BODY_FLD,,46270169,Central nervous system cyst fluid sample,
Specimen concept,,,4161668,Specimen from central nervous system obtained by total resection of tumor,
Specimen concept,,,4233026,Specimen from intervertebral disc,
Specimen concept,,,44808098,Specimen obtained by cone biopsy,
Specimen concept,,,4123177,Burn tissue,
Specimen concept,,,4204337,Terminal ileum resection sample,
Specimen concept,,,4119379,Chylous fluid sample,
Specimen concept,,,4143396,Specimen obtained by wide resection,
Specimen concept,,,4007432,Parotid gland cytologic material,
Specimen concept,,,4164007,Tissue specimen from central nervous system,
Specimen concept,,,43021136,Umbilical catheter submitted as specimen,
Specimen concept,,,4167682,Cytologic material,
Specimen concept,,,4235351,Specimen from vagus nerve,
Specimen concept,,,4332635,Specimen from tooth,
Specimen concept,,,4124269,Pancreatic stone sample,
Specimen concept,BODY_FLD,,40492333,Bile specimen obtained via biliary T-tube,
Specimen concept,,,4326164,Specimen from seminal vesicle,
Specimen concept,,,4206429,Urinary bladder tissue sample,
Specimen concept,,,4000622,Erythrocyte specimen,
Specimen concept,,,4045757,Urinary catheter specimen,
Specimen concept,,,40491528,Nucleic acid specimen,
Specimen concept,BODY_FLD,,4002223,Amniotic fluid specimen,
Specimen concept,,,4043753,Foot joint synovial fluid,
Specimen concept,CSF,,40483336,Cerebrospinal fluid specimen from ventricle of brain,
Specimen concept,,,4257905,Specimen containing crystals from synovial joint,
Specimen concept,TISSUE,,4202974,Biliary tract tissue sample,
Specimen concept,,,4204952,Lower respiratory tissue sample,
Specimen concept,CVX_VAG,,4045875,Specimen from uterine cervix obtained by incisional biopsy,
Specimen concept,,,40483391,Fungal isolate specimen,
Specimen concept,,,763757,Specimen from scratch wound,
Specimen concept,TISSUE,,4164007,Tissue specimen from central nervous system,
Specimen concept,,,4245958,Specimen from explanted liver,
Specimen concept,BLD,,43021137,Umbilical catheter tip submitted as specimen,
Specimen concept,,,4206426,Excised rectum sample,
Specimen concept,,,4122289,Sputum specimen obtained by aspiration from trachea,
Specimen concept,,,4120698,Swab,
Specimen concept,CVX_VAG,,45765695,Specimen from cervix or vagina,
Specimen concept,,,40491361,Bile specimen obtained by percutaneous transhepatic insertion of biliary drain,
Specimen concept,,,4328572,Specimen from nasal fossae,
Specimen concept,TISSUE,,4123177,Burn tissue,
Specimen concept,,,4122273,Cardiac bypass pump fluid sample,
Specimen concept,,,40483851,Hemodialysate specimen from hemodialysis machine using water distribution system,
Specimen concept,STOOL,,44783803,Soft stool specimen,
Specimen concept,,,4119530,Ultrafiltrate sample,
Specimen concept,,,4046386,Specimen from pancreatic tail obtained by partial resection,
Specimen concept,CVX_VAG,,4122282,Vaginal secretion sample,
Specimen concept,,,4257904,Specimen from cranium,
Specimen concept,URINE,,43021136,Umbilical catheter submitted as specimen,
Specimen concept,,,4204947,Prostate biopsy sample,
Specimen concept,,,42535846,Specimen from mass of posterior mediastinum,
Specimen concept,,,40483633,a.m. specimen,
Specimen concept,,,4001181,Serum specimen,
Specimen concept,,,4162081,Specimen from pelvic lymphadenectomy,
Specimen concept,,,43021101,Swab from pressure ulcer,
Specimen concept,,,4048978,Specimen from pancreas obtained by partial pancreatectomy,
Specimen concept,,,4045671,"Blood bag specimen, from blood product",
Specimen concept,,,4007924,Penis cytologic material,
Specimen concept,,,4122262,Male genital swab,
Specimen concept,BODY_FLD,,40481562,Dialysis fluid specimen obtained before dialysis,
Specimen concept,URINE,,43021138,Intracranial catheter submitted as specimen,
Specimen concept,,,4119534,Acidified serum sample,
Specimen concept,,,36713736,Endocervical brush specimen,
Specimen concept,CVX_VAG,,4208942,Vaginal vault smear sample,
Specimen concept,,,4294052,Specimen from anus obtained by transanal disk excision,
Specimen concept,,,4057281,Lymph sample,
Specimen concept,,,43021108,Swab from digit of hand,
Specimen concept,,,4163441,Specimen from left fallopian tube obtained by hysterectomy with salpingo-oophorectomy,
Specimen concept,,,4122275,Hot stool sample,
Specimen concept,,,4045668,Blood specimen from blood product,
Specimen concept,,,4264691,Specimen from bone marrow obtained by aspiration and biopsy,
Specimen concept,,,40492406,Specimen from necrotic tissue,
Specimen concept,URINE,,37016231,Specimen from urinary bladder obtained by transurethral cystectomy,
Specimen concept,,,4202977,Fetus specimen,
Specimen concept,BODY_FLD,,4160272,Cytologic material obtained from pericardial fluid,
Specimen concept,,,46270196,Specimen obtained by cystoprostatectomy,
Specimen concept,,,4204182,Male genital sample,
Specimen concept,,,4043751,Knee joint synovial fluid,
Specimen concept,,,4225523,Sputum smear specimen,
Specimen concept,,,762931,Nasal washings,
Specimen concept,,,4206135,Hysterectomy and unilateral salpingo-oophorectomy sample,
Specimen concept,,,4006642,Cytologic material from left main bronchus,
Specimen concept,,,4328169,Specimen from tunica of testis obtained by biopsy,
Specimen concept,,,45771048,Untreated water specimen,
Specimen concept,BODY_FLD,,762637,Bloody fluid feces specimen,
Specimen concept,,,4202430,Specimen from pituitary gland obtained by fine needle aspiration biopsy,
Specimen concept,,,46270264,Specimen from right upper lobe of lung obtained by bronchial aspiration procedure,
Specimen concept,,,45511995,Miscellaneous samples,
Specimen concept,,,4007927,Vas deferens cytologic material,
Specimen concept,,,4007920,Lower respiratory tract cytologic material,
Specimen concept,BODY_FLD,,45472156,Multiple joint synovial fluid,
Specimen concept,,,4046847,Specimen from pleura obtained by open thoracotomy and biopsy,
Specimen concept,,,40487360,Specimen obtained by aspiration via tracheostomy,
Specimen concept,CSF,,40489855,Cerebrospinal fluid specimen obtained via ventriculoperitoneal shunt,
Specimen concept,,,40480733,Swab of endocervix,
Specimen concept,,,4002882,Spermatozoa specimen,
Specimen concept,URINE,,44783229,Urine specimen obtained from kidney via aspiration,
Specimen concept,,,4204317,Thyroid lobe sample,
Specimen concept,,,4206300,Thyroid fluid sample,
Specimen concept,BLD,,4117419,Blood film sample,
Specimen concept,TISSUE,,4132248,Tissue specimen from testis,
Specimen concept,,,4045773,Specimen from heart obtained by excisional biopsy of lesion,
Specimen concept,URINE,,44783226,Mid-stream urine specimen obtained by single catheterization of bladder,
Specimen concept,,,46270268,Specimen from brain obtained by fine needle aspiration,
Specimen concept,,,4161027,Tissue specimen from vulva,
Specimen concept,,,4133742,Specimen from kidney,
Specimen concept,,,4048965,Specimen from pleura obtained by thoracoscopic biopsy,
Specimen concept,,,45951846,Ascitic fluid,
Specimen concept,,,45438669,Nasal fluid sample,
Specimen concept,TISSUE,,4206295,Nerve tissue sample,
Specimen concept,PLAS,,44806866,Plasma specimen with citrate,
Specimen concept,BLD,,44809481,Infusion line swab,
Specimen concept,,,4046858,Specimen from large intestine obtained by total abdominal colectomy,
Specimen concept,,,4204196,Joint biopsy sample,
Specimen concept,,,4214074,Specimen from pancreas obtained by excisional biopsy,
Specimen concept,,,4046376,Specimen from heart obtained by incisional biopsy,
Specimen concept,,,4199836,Specimen from salivary gland obtained by fine needle aspiration biopsy,
Specimen concept,,,4335673,Specimen from tongue obtained by fine needle aspiration biopsy,
Specimen concept,,,43021107,Swab from lip,
Specimen concept,,,4124257,Effusion sample,
Specimen concept,,,4046391,Specimen from urinary bladder obtained by radical cystoprostatectomy,
Specimen concept,BLD,,44808819,Sterile defibrinated blood specimen,
Specimen concept,,,4325349,Specimen from lower limb,
Specimen concept,,,4164340,Specimen from retina obtained by enucleation of eye,
Specimen concept,,,40492275,Fluid specimen from seroma,
Specimen concept,,,45422582,Genital swab,
Specimen concept,,,4216016,Specimen from vulva obtained by wide excision,
Specimen concept,,,4204193,Bursa sample,
Specimen concept,,,4331675,Specimen from epididymis obtained by biopsy,
Specimen concept,,,43021116,Swab from gingiva,
Specimen concept,TISSUE,,4236275,Tissue specimen from transplanted kidney,
Specimen concept,,,4133171,Tissue specimen from breast,
Specimen concept,,,4208611,Tissue specimen from ectopic pregnancy,
Specimen concept,,,44783230,Urine specimen obtained via suprapubic indwelling urinary catheter,
Specimen concept,,,4204324,Ear swab sample,
Specimen concept,,,4046494,Specimen from testis obtained by transscrotal needle biopsy,
Specimen concept,BODY_FLD,,4004340,Bile duct cytologic material,
Specimen concept,,,4334627,Macroscopic tissue specimen,
Specimen concept,,,43021762,Peripherally inserted central catheter submitted as specimen,
Specimen concept,,,4119504,Biliary stone sample,
Specimen concept,,,43021099,Swab from surgical wound,
Specimen concept,,,37116405,Cytologic material from lymph node of neck obtained by fine needle aspiration,
Specimen concept,TISSUE,,37116403,Tissue specimen from scar,
Specimen concept,,,4134114,Tissue specimen from heart,
Specimen concept,,,43021095,Swab from placenta,
Specimen concept,,,4153426,Sternal bone marrow sample,
Specimen concept,,,765751,Seafood specimen,
Specimen concept,,,4132242,Specimen from breast,
Specimen concept,,,4204285,Specimen from nasal sinus obtained by biopsy,
Specimen concept,,,40483327,Swab of axilla,
Specimen concept,,,4182923,Tissue specimen obtained from extrahepatic bile ducts by biopsy,
Specimen concept,,,4046380,Tissue specimen from large intestine,
Specimen concept,BODY_FLD,,4049122,Upper respiratory fluid specimen obtained by tracheal aspiration,
Specimen concept,,,46270305,Specimen from lymph node obtained by endotracheal aspiration biopsy,
Specimen concept,,,45418892,Rib bone marrow,
